;Minsupport Relativ;10%
;Minsupport Absolut;500.0
;Fiktive Transaktionen Anzahl;5000
Large itemset;;angenehmes Tempo;abs.Supp.;500.00;rel.Supp.;10.00%
Large itemset;;Anschauungsmaterial / Vorführungen;abs.Supp.;800.00;rel.Supp.;16.00%
Large itemset;;Anwendungs- / Praxisbeispiele;abs.Supp.;2820.00;rel.Supp.;56.40%
Large itemset;;Arbeitsmaterialien (Skript. Lehrbuch);abs.Supp.;1020.00;rel.Supp.;20.40%
Large itemset;;Diskussionen in Präsenzlehre;abs.Supp.;530.00;rel.Supp.;10.60%
Large itemset;;Kommunikation mit Dozenten;abs.Supp.;1550.00;rel.Supp.;31.00%
Large itemset;;Lockerheit des Dozenten;abs.Supp.;660.00;rel.Supp.;13.20%
Large itemset;;Offenheit des Dozenten für Studierende;abs.Supp.;1060.00;rel.Supp.;21.20%
Large itemset;;Selbststudium;abs.Supp.;1580.00;rel.Supp.;31.60%
Large itemset;;strukturiertes Skript;abs.Supp.;520.00;rel.Supp.;10.40%
Large itemset;;sympathisches Auftreten des Dozenten;abs.Supp.;700.00;rel.Supp.;14.00%
Large itemset;;Teilnahme am Praktikum;abs.Supp.;1070.00;rel.Supp.;21.40%
Large itemset;;Teilnahme am Tutorium;abs.Supp.;720.00;rel.Supp.;14.40%
Large itemset;;Übungen in der Vorlesung;abs.Supp.;2400.00;rel.Supp.;48.00%
Large itemset;;verständliche Erklärungen;abs.Supp.;1550.00;rel.Supp.;31.00%
Large itemset;;Visualisierungen;abs.Supp.;1430.00;rel.Supp.;28.60%
Large itemset;;Zusammenfassungen und Wiederholungen;abs.Supp.;910.00;rel.Supp.;18.20%
Large itemset;;Ablenkung durch Lautstärke der Kommilitonen;abs.Supp.;640.00;rel.Supp.;12.80%
Large itemset;;fehlende / mangelnde Anwendung und Praxis;abs.Supp.;830.00;rel.Supp.;16.60%
Large itemset;;fehlende / unverständliche Erklärungen;abs.Supp.;1150.00;rel.Supp.;23.00%
Large itemset;;fehlende / zu wenige Lehrinhalte;abs.Supp.;700.00;rel.Supp.;14.00%
Large itemset;;fehlendes Vorwissen;abs.Supp.;700.00;rel.Supp.;14.00%
Large itemset;;geringes Engagement des Dozenten;abs.Supp.;730.00;rel.Supp.;14.60%
Large itemset;;hohe Stoffmenge / hohes Tempo;abs.Supp.;2120.00;rel.Supp.;42.40%
Large itemset;;"kein erkennbarer ""Roter Faden"" in der Lehrveranstaltung";abs.Supp.;1200.00;rel.Supp.;24.00%
Large itemset;;keine (vollständigen) Arbeitsmaterialien;abs.Supp.;650.00;rel.Supp.;13.00%
Large itemset;;keine Prüfungsvorbereitung / -schwerpunkte;abs.Supp.;1250.00;rel.Supp.;25.00%
Large itemset;;schwaches eigenes Engagement;abs.Supp.;750.00;rel.Supp.;15.00%
Large itemset;;späte Bereitstellung der Unterlagen;abs.Supp.;750.00;rel.Supp.;15.00%
Large itemset;;ungünstige Raumbedingungen;abs.Supp.;1100.00;rel.Supp.;22.00%
Large itemset;;ungünstige Veranstaltungszeit;abs.Supp.;720.00;rel.Supp.;14.40%
Large itemset;;unübersichtliche / Überfüllte Visualisierung;abs.Supp.;760.00;rel.Supp.;15.20%
Large itemset;;Anwendungs- / Praxisbeispiele;abs.Supp.;565.00. ;Arbeitsmaterialien (Skript. Lehrbuch);abs.Supp.;565.00;rel.Supp.;11.30%
Regel :aus: ;;Arbeitsmaterialien (Skript. Lehrbuch);folgt: ;;Anwendungs- / Praxisbeispiele;mit einer Confidence von;20.04%
Regel :aus: ;;Anwendungs- / Praxisbeispiele;folgt: ;;Arbeitsmaterialien (Skript. Lehrbuch);mit einer Confidence von;55.39%
Large itemset;;Anwendungs- / Praxisbeispiele;abs.Supp.;1105.00. ;Kommunikation mit Dozenten;abs.Supp.;1105.00;rel.Supp.;22.10%
Regel :aus: ;;Kommunikation mit Dozenten;folgt: ;;Anwendungs- / Praxisbeispiele;mit einer Confidence von;39.18%
Regel :aus: ;;Anwendungs- / Praxisbeispiele;folgt: ;;Kommunikation mit Dozenten;mit einer Confidence von;71.29%
Large itemset;;Anwendungs- / Praxisbeispiele;abs.Supp.;525.00. ;Lockerheit des Dozenten;abs.Supp.;525.00;rel.Supp.;10.50%
Regel :aus: ;;Lockerheit des Dozenten;folgt: ;;Anwendungs- / Praxisbeispiele;mit einer Confidence von;18.62%
Regel :aus: ;;Anwendungs- / Praxisbeispiele;folgt: ;;Lockerheit des Dozenten;mit einer Confidence von;79.55%
Large itemset;;Anwendungs- / Praxisbeispiele;abs.Supp.;780.00. ;Offenheit des Dozenten für Studierende;abs.Supp.;780.00;rel.Supp.;15.60%
Regel :aus: ;;Offenheit des Dozenten für Studierende;folgt: ;;Anwendungs- / Praxisbeispiele;mit einer Confidence von;27.66%
Regel :aus: ;;Anwendungs- / Praxisbeispiele;folgt: ;;Offenheit des Dozenten für Studierende;mit einer Confidence von;73.58%
Large itemset;;Anwendungs- / Praxisbeispiele;abs.Supp.;630.00. ;Selbststudium;abs.Supp.;630.00;rel.Supp.;12.60%
Regel :aus: ;;Selbststudium;folgt: ;;Anwendungs- / Praxisbeispiele;mit einer Confidence von;22.34%
Regel :aus: ;;Anwendungs- / Praxisbeispiele;folgt: ;;Selbststudium;mit einer Confidence von;39.87%
Large itemset;;Anwendungs- / Praxisbeispiele;abs.Supp.;575.00. ;sympathisches Auftreten des Dozenten;abs.Supp.;575.00;rel.Supp.;11.50%
Regel :aus: ;;sympathisches Auftreten des Dozenten;folgt: ;;Anwendungs- / Praxisbeispiele;mit einer Confidence von;20.39%
Regel :aus: ;;Anwendungs- / Praxisbeispiele;folgt: ;;sympathisches Auftreten des Dozenten;mit einer Confidence von;82.14%
Large itemset;;Anwendungs- / Praxisbeispiele;abs.Supp.;666.00. ;Teilnahme am Praktikum;abs.Supp.;666.00;rel.Supp.;13.32%
Regel :aus: ;;Teilnahme am Praktikum;folgt: ;;Anwendungs- / Praxisbeispiele;mit einer Confidence von;23.62%
Regel :aus: ;;Anwendungs- / Praxisbeispiele;folgt: ;;Teilnahme am Praktikum;mit einer Confidence von;62.24%
Large itemset;;Anwendungs- / Praxisbeispiele;abs.Supp.;1405.00. ;Übungen in der Vorlesung;abs.Supp.;1405.00;rel.Supp.;28.10%
Regel :aus: ;;Übungen in der Vorlesung;folgt: ;;Anwendungs- / Praxisbeispiele;mit einer Confidence von;49.82%
Regel :aus: ;;Anwendungs- / Praxisbeispiele;folgt: ;;Übungen in der Vorlesung;mit einer Confidence von;58.54%
Large itemset;;Anwendungs- / Praxisbeispiele;abs.Supp.;1105.00. ;verständliche Erklärungen;abs.Supp.;1105.00;rel.Supp.;22.10%
Regel :aus: ;;verständliche Erklärungen;folgt: ;;Anwendungs- / Praxisbeispiele;mit einer Confidence von;39.18%
Regel :aus: ;;Anwendungs- / Praxisbeispiele;folgt: ;;verständliche Erklärungen;mit einer Confidence von;71.29%
